"시도교육청","교육지원청","지역","정보공시 학교코드","학교명","학교급코드","설립구분","제외여부","제외사유","교과코드","교과차수","상위교과","교과명","교원수(남)","교원수(여)","교원수(계)"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 서구","S060000479","대전탄방중학교","03","공립","N","","0110422010105","","공통교육과정-교과-체육","체육","2","2","4"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 서구","S060000479","대전탄방중학교","03","공립","N","","0110422010104","","공통교육과정-교과-과학/기술·가정/정보","과학/기술·가정/정보","4","6","10"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 서구","S060000479","대전탄방중학교","03","공립","N","","0110422010103","","공통교육과정-교과-수학","수학","1","4","5"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 서구","S060000479","대전탄방중학교","03","공립","N","","0110422010107","","공통교육과정-교과-영어","영어","1","4","5"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 서구","S060000479","대전탄방중학교","03","공립","N","","0110422010101","","공통교육과정-교과-국어","국어","0","6","6"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 서구","S060000479","대전탄방중학교","03","공립","N","","0110422010108","","공통교육과정-교과-선택","선택","1","2","3"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 서구","S060000479","대전탄방중학교","03","공립","N","","0121622010101","","공통교육과정-교과-국어","국어","1","3","4"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 서구","S060000479","대전탄방중학교","03","공립","N","","0121622010102","","공통교육과정-교과-사회(역사포함)/도덕","사회(역사포함)/도덕","0","2","2"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 서구","S060000479","대전탄방중학교","03","공립","N","","0121622010103","","공통교육과정-교과-수학","수학","0","4","4"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 서구","S060000479","대전탄방중학교","03","공립","N","","0121622010104","","공통교육과정-교과-과학/기술·가정/정보","과학/기술·가정/정보","0","4","4"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 서구","S060000479","대전탄방중학교","03","공립","N","","0121622010105","","공통교육과정-교과-체육","체육","1","1","2"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 서구","S060000479","대전탄방중학교","03","공립","N","","0121622010106","","공통교육과정-교과-예술(음악/미술)","예술(음악/미술)","0","2","2"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 서구","S060000479","대전탄방중학교","03","공립","N","","0121622010107","","공통교육과정-교과-영어","영어","0","2","2"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 서구","S060000479","대전탄방중학교","03","공립","N","","0110422010106","","공통교육과정-교과-예술(음악/미술)","예술(음악/미술)","0","3","3"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 서구","S060000480","동방여자중학교","03","사립","N","","0121622010107","","공통교육과정-교과-영어","영어","0","1","1"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 서구","S060000480","동방여자중학교","03","사립","N","","0121622010106","","공통교육과정-교과-예술(음악/미술)","예술(음악/미술)","1","0","1"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 서구","S060000480","동방여자중학교","03","사립","N","","0121622010105","","공통교육과정-교과-체육","체육","1","0","1"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 서구","S060000480","동방여자중학교","03","사립","N","","0121622010104","","공통교육과정-교과-과학/기술·가정/정보","과학/기술·가정/정보","1","0","1"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 서구","S060000480","동방여자중학교","03","사립","N","","0110422010104","","공통교육과정-교과-과학/기술·가정/정보","과학/기술·가정/정보","1","2","3"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 서구","S060000480","동방여자중학교","03","사립","N","","0121622010101","","공통교육과정-교과-국어","국어","0","1","1"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 서구","S060000480","동방여자중학교","03","사립","N","","0110422010108","","공통교육과정-교과-선택","선택","0","2","2"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 서구","S060000480","동방여자중학교","03","사립","N","","0110422010107","","공통교육과정-교과-영어","영어","1","1","2"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 서구","S060000480","동방여자중학교","03","사립","N","","0110422010106","","공통교육과정-교과-예술(음악/미술)","예술(음악/미술)","0","1","1"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 서구","S060000480","동방여자중학교","03","사립","N","","0110422010105","","공통교육과정-교과-체육","체육","2","0","2"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 서구","S060000480","동방여자중학교","03","사립","N","","0110422010103","","공통교육과정-교과-수학","수학","1","1","2"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 서구","S060000480","동방여자중학교","03","사립","N","","0110422010102","","공통교육과정-교과-사회(역사포함)/도덕","사회(역사포함)/도덕","1","1","2"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 서구","S060000480","동방여자중학교","03","사립","N","","0110422010101","","공통교육과정-교과-국어","국어","1","1","2"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 서구","S060000480","동방여자중학교","03","사립","N","","0121622010102","","공통교육과정-교과-사회(역사포함)/도덕","사회(역사포함)/도덕","1","0","1"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 유성구","S060000482","성덕중학교","03","사립","N","","0121622010301","","공통교육과정-자유학기활동-주제선택활동","주제선택활동","0","1","1"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 유성구","S060000482","성덕중학교","03","사립","N","","0110422010101","","공통교육과정-교과-국어","국어","0","2","2"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 유성구","S060000482","성덕중학교","03","사립","N","","0121622010106","","공통교육과정-교과-예술(음악/미술)","예술(음악/미술)","0","1","1"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 유성구","S060000482","성덕중학교","03","사립","N","","0121622010105","","공통교육과정-교과-체육","체육","1","0","1"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 유성구","S060000482","성덕중학교","03","사립","N","","0121622010103","","공통교육과정-교과-수학","수학","1","0","1"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 유성구","S060000482","성덕중학교","03","사립","N","","0121622010101","","공통교육과정-교과-국어","국어","0","1","1"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 유성구","S060000482","성덕중학교","03","사립","N","","0110422010108","","공통교육과정-교과-선택","선택","0","2","2"
